IL,12671821,1402,2529,2223,2056,1941,1466,1373,46609,71757,59798,55744,50370,37565,34557
IN,6732219,746,1076,1037,837,580,689,736,8579,10101,10751,6921,6581,6749,7573
KS,2913314,0,0,1415,0,971,0,1513,0,0,9108,0,4874,0,7938
KY,4467673,436,978,758,606,764,718,337,436,1947,12408,10300,20576,9146,65486
LA,4648794,936,0,979,478,612,371,492,31077,0,21817,8528,22614,12288,12077
MA,6892503,359,599,454,429,306,313,254,17059,20729,21786,27225,16337,11510,11966
MD,6045680,412,682,543,631,643,599,536,10260,13255,9982,10753,9533,7320,8482
ME,1344212,44,30,43,21,23,15,40,2907,6733,13003,9170,5675,2697,3569
MI,9986857,0,587,778,980,773,682,1229,0,32852,32521,32290,30067,24852,50248
MN,5639632,1296,914,1085,909,462,402,638,10784,11644,14206,10245,4063,4110,9412
MO,6137428,1328,1387,1795,1747,1191,1317,1332,8556,10857,10004,12451,7440,9228,15175
MS,2976149,277,1152,0,701,711,505,144,277,68302,0,701,5709,505,2869
MT,1068778,136,292,224,216,187,137,86,1837,1993,3032,2682,2846,3361,5660
NC,10488084,1333,1229,1443,1552,1137,1106,845,32465,20771,33402,29239,29807,16515,17866
ND,762062,351,377,507,390,269,233,254,1402,932,1516,723,1143,233,1370
NE,1934408,410,466,502,449,328,307,227,2955,2954,3222,3441,1958,2403,3054
NH,1359711,27,59,47,34,32,34,18,1642,1155,1961,1745,1241,608,1256
NJ,8882190,453,461,487,569,388,436,334,59961,461,25611,30277,22273,21905,21106
NM,2096829,162,151,158,118,81,81,100,6331,5645,7609,5287,5295,3393,5775
NV,3080156,385,323,501,347,208,226,277,4113,3762,3517,2703,2789,1439,2519
NY,19453561,862,986,790,896,652,766,583,99493,109458,88937,90608,74435,72912,62775
OH,11689100,762,951,1011,1067,1033,1001,1079,35840,34639,33761,27786,28916,35274,28347
OK,3956971,1003,1237,1249,1034,970,1091,869,1003,16047,13131,11207,10118,25018,869
OR,4217737,202,257,492,0,188,178,147,1957,4231,3506,4151,3021,3082,2037
PA,12801989,733,1162,760,933,776,1151,1182,12052,13475,11530,13144,12847,10675,20609
PR,3193694,845,1309,817,583,112,422,370,845,1309,817,583,112,422,370
RI,1059361,82,178,132,130,108,120,32,1705,2283,2148,1801,1195,1724,682
SC,5148714,468,922,872,1324,652,790,816,8862,10939,22945,5341,5533,790,15794
SD,884659,252,369,389,395,297,193,163,880,1148,1792,1473,3262,764,1020
TN,6829174,2075,942,2357,1053,1856,957,2450,37964,22803,36106,20590,25951,21621,34252
TX,28995881,2466,3827,3422,4047,6026,5301,4011,27846,114548,96203,41509,46052,28994,4011
UT,3205958,920,1077,1117,911,747,562,563,5295,7136,7442,4536,3372,3368,4246
VA,8535519,856,953,1242,1101,845,943,757,14606,34167,8481,21164,13594,11536,12334
VT,623989,5,4,1,3,0,6,12,1090,697,903,1128,472,108,793
WA,7614893,597,0,404,386,347,327,312,17773,0,13219,13959,10640,11421,9070
WI,5822434,1735,2403,2580,2134,1502,1441,818,6655,10189,10534,9411,10788,10918,3149
WV,1792147,180,191,253,234,220,156,121,4638,6162,4597,4166,3017,2475,4130
WY,578759,91,33,95,86,128,46,46,91,33,760,1397,128,693,2523
AK,731545,62,107,109,125,66,34,34,1522,4936,1400,1015,215,3001,1530
AL,4903185,1109,943,1138,1148,811,633,659,5709,4504,4046,6191,5193,3767,3028
AR,3017804,509,727,1180,548,498,477,1054,1559,20915,1180,12402,498,10440,5812
AZ,7278717,384,605,521,461,496,81,198,7024,8700,6169,3076,2102,3121,4181
CA,39512223,4625,4107,3326,3338,1616,2676,3091,128424,101200,58343,42856,74233,106980,108010
CO,5758736,415,307,265,246,187,213,285,6846,5238,4065,2865,2735,5645,5604
CT,3565287,0,0,233,222,89,417,0,0,0,21291,16391,5871,48812,0
DC,705749,40,59,81,25,25,47,36,3164,5942,2167,1503,1037,2836,2169
DE,973764,123,260,0,158,0,59,206,1588,2627,0,2570,0,1309,1613
FL,21477737,2423,3190,3650,2583,2056,1823,1838,19827,21734,22847,16428,12319,13366,15076
GA,10617423,1409,2124,1658,1836,1937,1543,608,1409,49728,14067,12979,14016,21442,8665
HI,1415872,129,170,169,98,197,104,162,5231,3389,7042,1388,708,2005,4945
IA,3155070,784,573,728,902,364,455,393,3771,4720,5000,5392,2234,2676,2516
ID,1787065,217,333,307,329,240,74,190,1296,1461,1345,1301,1056,975,827
IL,12671821,1462,2121,2312,1953,1337,1392,1381,45428,54473,54516,47029,46692,29971,27594
IN,6732219,1243,1056,1262,758,705,386,590,30761,22820,17701,5365,6450,3905,7114
KS,2913314,0,0,976,0,496,0,1694,0,0,6540,0,4232,0,7787
KY,4467673,530,711,932,795,658,255,290,530,28821,15267,5406,6982,1162,290
LA,4648794,1281,0,755,464,1561,256,309,27696,0,26479,10093,30047,3869,4676
MA,6892503,286,554,440,403,181,171,229,11835,17878,18963,17526,11168,9271,9648
MD,6045680,577,809,646,503,336,356,764,10816,10767,8503,7702,4588,5053,11101
ME,1344212,29,42,32,26,21,12,19,5136,4953,6067,4158,6998,2662,3159
MI,9986857,0,807,1405,983,961,499,1212,0,37017,34933,32188,22232,16907,42464
MN,5639632,723,872,467,381,260,383,638,10060,9090,6592,927,2063,3812,8744
MO,6137428,1613,1974,1569,1116,1362,773,906,13714,14827,11079,11899,8317,6072,7636
MS,2976149,254,445,853,517,426,249,242,254,3715,4288,3083,2751,8161,242
MT,1068778,96,140,122,195,87,65,52,1300,3930,1183,2008,2283,1590,5047
NC,10488084,1196,1454,1532,1222,897,716,1018,33780,21024,35283,30504,19239,9679,15614
ND,762062,426,467,241,333,238,75,171,1599,1038,543,1000,592,160,729
NE,1934408,267,468,456,440,502,89,81,3063,3074,3038,4529,6547,750,552
NH,1359711,44,32,47,79,0,18,29,1474,1701,1585,2617,0,646,1608
NJ,8882190,297,449,474,424,323,277,332,26998,449,26658,22081,20080,15941,51889
NM,2096829,98,134,161,87,37,37,59,5122,4917,3737,3341,4389,3374,3966
NV,3080156,317,414,260,288,154,137,357,3856,4206,5703,2157,668,1273,2803
NY,19453561,725,849,880,757,576,557,520,71943,102076,88842,76056,62654,57269,58345
OH,11689100,837,1242,1240,1121,973,656,778,25982,46556,27622,18666,20046,22875,21001
OK,3956971,695,1017,942,771,876,833,613,695,13067,12099,7403,27521,833,613
OR,4217737,181,291,211,183,116,165,146,2335,4074,8540,2728,2462,3168,2595
PA,12801989,76,920,1008,587,931,496,547,76,11972,12679,13709,10923,6339,9079
PR,3193694,288,511,302,772,3,129,842,288,511,302,772,3,129,842
RI,1059361,99,94,123,106,84,20,53,1248,3019,1587,2193,7491,390,1768
SC,5148714,1886,932,2454,379,305,301,655,15105,9464,9563,14761,2863,4140,7830
SD,884659,201,320,283,263,168,103,191,1146,1326,1430,1098,1035,490,801
TN,6829174,933,1032,1622,1650,833,645,983,12482,21323,25717,23888,15678,5565,12599
TX,28995881,1845,4233,3547,4018,4000,1421,2060,28653,61367,45237,29107,29006,16706,36360
UT,3205958,628,572,656,346,314,326,373,4016,3850,3385,4879,2880,3278,2635
VA,8535519,874,1300,1115,1236,882,836,645,15254,14763,16470,15222,9378,6810,11369
VT,623989,7,9,7,5,2,3,3,1005,1077,1262,131,386,786,1927
WA,7614893,350,465,544,458,774,0,399,13073,15949,16217,13626,20076,0,12177
WI,5822434,1624,1430,1443,1592,913,749,575,6153,10271,8586,7275,8014,3366,4899
WV,1792147,178,347,157,209,147,86,163,4710,6738,3844,3651,1023,909,3224
WY,578759,49,33,65,48,48,71,0,49,33,991,416,3318,3054,0
AK,731545,89,98,130,106,73,35,39,1966,2967,3871,946,2556,25590,1752
AL,4903185,511,1410,1108,1046,623,1558,823,5824,6150,3331,1046,4690,1558,3402
AR,3017804,0,548,1174,1392,615,273,368,0,16485,8899,1392,5809,3717,13980
AZ,7278717,250,835,728,1092,519,507,174,5993,15012,13341,7840,4418,4054,4814
CA,39512223,4905,4956,5106,5125,4255,3712,4176,125963,114397,127940,78429,105419,93679,137300
CO,5758736,334,368,268,244,351,201,182,6270,6585,5689,4416,3279,4671,4505
CT,3565287,0,0,156,101,102,127,384,0,0,19286,14136,11539,19115,45206
DC,705749,41,52,51,58,28,57,33,3605,4461,4541,3904,1925,2105,2560
DE,973764,151,140,99,104,14,106,86,2000,1850,1995,3914,2093,1468,2102
FL,21477737,2564,3656,3198,3571,2402,7569,1885,18399,20144,19113,20323,15534,52758,14046
GA,10617423,1651,2194,2066,2675,1916,2226,1498,17188,26410,19394,26353,11223,22638,14646
HI,1415872,220,271,211,338,181,133,200,8185,7398,6080,4907,3823,1330,2584
IA,3155070,649,1028,1091,878,726,591,608,3777,5148,6486,4226,5381,2084,3169
ID,1787065,281,269,263,296,280,221,190,1246,1649,2064,2008,1127,1455,1498
IL,12671821,1403,2806,5594,1360,2128,1492,1668,45093,59129,143905,39435,30623,21469,45711
IN,6732219,843,1077,1030,1104,859,695,883,8947,10574,13359,9338,7972,6123,10708
KS,2913314,0,0,1280,0,1328,0,1564,0,0,6678,0,4670,0,8538
KY,4467673,310,787,792,894,806,789,364,310,18592,7224,6319,5984,8312,4842
LA,4648794,1395,0,822,813,1151,689,326,25205,0,14723,11507,13102,16347,3713
MA,6892503,366,438,212,415,-7757,355,304,17361,20373,17340,31191,15291,21300,18439
MD,6045680,512,776,819,693,456,614,458,8357,12214,13041,11266,6273,7450,11157
ME,1344212,15,35,15,50,19,22,14,4864,5337,5535,7971,4278,5778,3260
MI,9986857,0,896,1053,774,648,795,499,0,40125,27477,31861,26761,24181,19138
MN,5639632,707,914,843,1038,730,491,675,9786,8579,9076,6496,17202,4408,5277
MO,6137428,1232,1987,1605,1397,1458,1058,1042,6310,14584,12047,8584,5395,7231,7676
MS,2976149,410,539,823,751,781,634,274,410,9456,823,4244,3288,3018,4427
MT,1068778,100,145,148,180,182,88,81,876,917,4180,1607,1395,1970,3496
NC,10488084,1086,1561,2045,1656,1129,2111,1186,30993,20214,39214,30871,18483,37415,11713
ND,762062,299,356,342,359,266,194,114,1203,1382,1513,1440,1412,473,1682
NE,1934408,144,192,474,421,287,241,293,1160,1740,4153,2903,2279,1483,3113
NH,1359711,23,56,21,50,0,22,21,1894,1426,1367,4544,0,343,1600
NJ,8882190,311,325,449,378,305,330,349,36949,325,34258,27370,42914,800,21235
NM,2096829,146,90,200,152,108,69,105,5621,5158,5637,5408,4417,3872,4306
NV,3080156,508,390,489,351,239,405,320,5970,3799,3058,2609,1720,2023,1916
NY,19453561,729,801,864,889,708,754,656,84901,98960,92531,88092,87739,76243,65585
OH,11689100,773,1341,1332,1345,1157,1453,895,25552,26984,28725,25435,21922,24112,46349
OK,3956971,420,1147,1013,909,719,666,713,420,7731,10336,8895,5611,20968,713
OR,4217737,188,255,265,261,129,233,159,5130,2923,5539,4482,4453,4339,3724
PA,12801989,691,963,891,1160,816,770,521,10218,12202,11436,13358,12116,15774,8296
PR,3193694,41,251,43,195,582,222,351,41,251,43,195,582,222,351
RI,1059361,35,241,100,65,76,53,46,1486,3440,2273,2927,2083,2532,1835
SC,5148714,663,964,1629,1193,657,854,668,6635,10979,10930,9200,3973,4000,6007
SD,884659,220,293,259,334,254,240,187,974,1321,1497,1278,1076,826,691
TN,6829174,1764,1765,1051,1715,1502,1396,1818,19111,25325,17180,25057,18978,15356,10171
TX,28995881,2995,4486,5482,3680,4334,4364,2615,95636,59709,6768,34961,30974,67637,34226
UT,3205958,388,433,513,504,419,296,253,4382,3816,5544,4730,3485,4370,4095
VA,8535519,1199,948,1111,1126,927,1021,847,11329,16780,14186,12714,11075,11117,12277
VT,623989,1,5,5,0,2,11,8,974,885,1312,1785,648,2714,2438
WA,7614893,501,479,479,438,304,315,0,15886,15522,21257,15876,6490,11576,0
WI,5822434,890,999,1542,740,578,1036,268,4616,7075,10204,8451,7831,10863,3552
WV,1792147,123,252,192,203,135,257,140,4774,4318,3625,3306,3009,2137,4785
WY,578759,26,17,50,28,45,24,22,26,17,750,663,198,270,958
AK,731545,51,112,122,82,53,38,70,1093,6045,3196,1334,920,3290,2993
AL,4903185,1346,1704,1162,1769,2012,532,1650,3898,9251,6892,11355,14396,3426,1650
AR,3017804,478,795,838,722,649,480,320,5239,8120,7189,6033,8440,480,7684
AZ,7278717,374,629,519,680,186,859,311,6691,7670,8630,7338,4520,4123,6042
CA,39512223,6070,4981,5329,4430,6004,4480,4946,116129,94012,86893,81228,64247,105539,106510
CO,5758736,268,430,350,193,459,198,260,5557,7643,4858,3849,31404,198,260
CT,3565287,0,0,145,130,180,29,492,0,0,13865,15331,15149,4961,54854
DC,705749,34,74,57,72,38,45,49,2299,4133,4788,2884,2088,2176,3306
DE,973764,-6,266,107,-10,24,20,47,1783,1577,2875,974,1743,1807,1609
FL,21477737,2583,3197,3815,3269,3220,2673,2258,21814,24337,26498,21277,23074,16695,16265
GA,10617423,1215,2386,2298,2484,2236,2101,2304,14096,22809,15849,17452,15815,23568,30993
HI,1415872,309,264,306,276,0,384,244,2716,2493,2172,2242,2307,1642,2396
IA,3155070,971,778,1185,1551,941,661,358,3545,4642,4331,6284,5124,2984,1764
ID,1787065,293,262,342,305,405,217,191,2982,1601,2174,1504,4362,1293,1114
IL,12671821,1992,1880,2434,1707,2157,1680,1612,41701,46904,46234,42803,48205,39179,34543
IN,6732219,879,1121,809,1145,938,829,1660,8684,10623,8494,11064,10618,8114,22576
KS,2913314,0,0,1111,0,1536,0,1545,0,0,6939,0,6604,0,19097
KY,4467673,455,820,779,748,662,669,370,455,10189,10986,8748,7259,7335,17363
LA,4648794,1624,0,606,677,1545,550,623,38648,0,9669,9359,13261,21031,8020
MA,6892503,199,446,460,368,336,398,662,16420,23461,23278,24975,19429,22425,37244
MD,6045680,497,630,601,577,440,377,567,14258,12583,15587,11334,7166,7595,14130
ME,1344212,23,53,22,25,21,12,21,4280,4132,5224,3906,4601,2506,3134
MI,9986857,1390,0,793,863,843,951,878,59530,0,32250,29616,40334,23330,20544
MN,5639632,932,1017,850,1154,529,409,714,10002,8410,7370,13289,5992,4307,6776
MO,6137428,1465,1198,1418,1512,1426,692,869,7446,9495,10192,9371,6636,3674,4010
MS,2976149,647,735,599,585,904,801,511,647,4900,5645,4263,3625,3798,7903
MT,1068778,89,188,134,144,161,135,60,1191,2318,2082,2255,1592,2699,22864
NC,10488084,1051,2585,1415,2091,1244,1345,1283,24073,32673,28751,29633,17398,13319,7940
ND,762062,221,373,312,333,234,234,126,221,1377,1127,1108,1281,1352,1009
NE,1934408,317,335,374,379,301,158,109,2410,2464,3470,3436,3978,723,1130
NH,1359711,8,30,22,35,9,16,27,1947,1153,2118,2147,1955,1626,2138
NJ,8882190,291,349,358,307,285,302,225,28296,58204,358,26945,23404,20781,27589
NM,2096829,136,122,188,197,66,73,94,5109,6789,5958,5396,4760,4428,14044
NV,3080156,447,609,632,554,253,403,409,2717,3361,3687,2523,1620,2202,2039
NY,19453561,698,635,636,791,566,629,408,99324,93238,97190,82646,70623,66626,61623
OH,11689100,922,1216,1296,1244,1089,844,849,24812,28855,23470,67139,18943,22830,19462
OK,3956971,667,1093,710,712,666,650,357,667,7025,9221,7753,5887,17324,357
OR,4217737,261,239,293,190,180,236,218,4234,4744,4858,5788,4549,4436,3299
PA,12801989,670,843,835,620,501,561,426,11791,15273,17070,14123,12472,11806,9392
PR,3193694,298,562,605,639,24,102,722,298,562,605,639,24,102,722
RI,1059361,46,174,94,135,82,70,39,1759,3246,3284,3648,1759,3045,2064
SC,5148714,1075,1298,1353,505,605,937,563,6175,7816,7137,7435,3367,8693,3578
SD,884659,380,425,323,343,292,134,149,765,1141,1334,2895,292,136,554
TN,6829174,835,1465,1636,1826,1936,813,667,11170,20036,25639,24282,25573,14445,13494
TX,28995881,3824,4762,4031,5600,5407,6346,2847,19916,53848,44417,23674,34674,47338,2847
UT,3205958,448,458,391,383,407,403,249,4499,2357,4593,5049,6323,3842,1269
VA,8535519,938,1217,2134,0,823,1005,664,11816,15020,34760,0,6749,14985,12429
VT,623989,11,16,3,9,5,6,9,3084,3409,1921,1981,758,682,1338
WA,7614893,1019,598,542,456,24,0,22,36564,15009,16313,10749,30,0,992
WI,5822434,570,862,864,912,786,687,414,4562,7933,8313,9913,9610,9349,4473
WV,1792147,143,143,191,93,145,83,40,4722,6533,5581,4111,5890,4833,2421
WY,578759,36,21,41,38,50,31,24,36,21,663,3916,50,4475,1106
AK,731545,64,91,71,85,70,67,50,1089,4661,8817,1713,770,4294,4083
AL,4903185,528,1762,321,971,1117,1357,571,4859,17420,321,10462,15970,13979,5928
AR,3017804,375,547,887,549,729,410,412,6187,547,9195,6680,7489,10190,412
AZ,7278717,208,996,619,723,637,915,468,6527,15150,8926,6481,6605,4694,5946
CA,39512223,6777,6556,5585,5920,6164,4636,6469,97902,100424,95821,81363,85480,110623,129176
CO,5758736,297,356,329,270,261,194,338,297,356,329,4657,3920,4883,7930
CT,3565287,0,0,87,118,59,-12,370,0,0,7443,12302,9630,10775,43908
DC,705749,56,65,60,55,29,52,53,3550,3317,5013,2271,2152,3771,2750
DE,973764,67,58,52,75,50,57,85,1902,1810,1000,2012,974,1150,2168
FL,21477737,2974,4311,4684,4555,4115,3838,2678,23812,30324,26776,24958,23084,22326,17570
GA,10617423,1727,2592,2889,2759,2305,2816,1831,20987,26476,20378,18379,13073,30086,20313
HI,1415872,284,228,0,235,394,173,217,2350,4650,0,2324,1520,2078,2432
IA,3155070,540,729,991,727,337,229,294,3081,4487,3957,5142,4887,2885,2497
ID,1787065,293,249,424,370,384,282,183,1134,1824,2209,1654,1870,2100,1082
IL,12671821,1893,2356,2293,1832,2295,1740,1773,52458,54410,49528,49780,48004,32435,36473
